id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,ward_precinct,police_district,license_code,license_description,business_activity_id,business_activity,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
1479346-20050216,1570185,274143,1,KEVIN MICHAEL SCHIERER,CHICAGO INSURANCE REPAIR,1215 N SEDGWICK ST,CHICAGO,IL,60610,27,5,27-5,18,1012,Home Occupation,,,1479346,RENEW,,2004-12-20,2005-01-19,N,2005-02-16,2006-02-15,2005-01-19,2005-01-20,AAI,,,41.904272762,-87.63823027,"(41.904272762145126, -87.63823027040942)"
1841353-20070629,1841353,319747,1,EVAN T. NOBLE,EVAN T. NOBLE,9606 S CLAREMONT AVE 1 1,CHICAGO,IL,60643,19,5,19-5,22,1605,Street Performer,,,1841353,ISSUE,2007-06-29,2007-06-29,2007-06-29,N,2007-06-29,2009-07-15,,2007-06-29,AAI,,,41.718874623,-87.680918029,"(41.71887462307871, -87.68091802870475)"
2211180-20121229,2211180,377071,1,LORENZO COSTILLA,LORENZO COSTILLA,2176 N MELVINA AVE 1 1,CHICAGO,IL,60639,36,39,36-39,25,4404,Regulated Business License,689,Junk Peddler,2211180,ISSUE,,,,N,2012-12-29,2014-12-15,,2012-12-29,AAI,,,41.919921208,-87.780601297,"(41.91992120778451, -87.78060129655636)"
1938611-20120316,2136442,298924,16,"PANDA EXPRESS, INC.",PANDA EXPRESS #1422,1654 W 119TH ST,CHICAGO,IL,60643,34,47,34-47,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1938611,RENEW,,2012-01-17,2012-02-06,N,2012-03-16,2014-03-15,2012-02-06,2012-02-07,AAI,,,41.677617056,-87.663113146,"(41.67761705588747, -87.66311314586792)"
68311-20060216,1654245,20968,1,GARLIC AND CHILI RESTAURANT CORPORATION,GARLIC & CHILI THAI CUISINE,1232 N LA SALLE DR 1ST,CHICAGO,IL,60610,2,60,2-60,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,68311,RENEW,,2005-12-21,2006-01-23,N,2006-02-16,2007-02-15,2006-01-23,2006-01-23,AAI,,,41.904841451,-87.633101127,"(41.904841451218275, -87.63310112695247)"
1618791-20160116,2434658,50029,4,GARCIA'S HEATING & A/C INC,GARCIA'S HEATING & AIR INC.,2640 W 47TH ST,CHICAGO,IL,60632,15,26,15-26,9,1010,Limited Business License,902,"Heating, Ventilation and Air Conditioning Services - Commercial",1618791,RENEW,,2015-11-15,2015-12-23,N,2016-01-16,2018-01-15,2015-12-23,2015-12-24,AAI,,,41.808444845,-87.690947515,"(41.80844484489181, -87.6909475151734)"
34380-20060816,1723853,32579,1,STELLA OWENS,ROYAL LOUNGE,9924 S TORRENCE AVE 1ST,CHICAGO,IL,60617,7,62,7-62,4,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,34380,RENEW,,2006-06-21,2006-08-11,N,2006-08-16,2007-08-15,2006-08-11,2006-08-14,AAI,,,41.714581314,-87.559910506,"(41.714581313931575, -87.55991050621319)"
2464080-20180701,2592473,324325,115,"LAZ PARKING CHICAGO, LLC","LAZ PARKING CHICAGO, LLC",68 E WACKER PL,CHICAGO,IL,60601,42,9,42-9,1,2101,Valet Parking Operator,855,Valet Parking Operator,2464080,RENEW,,2018-04-15,2018-06-29,N,2018-07-01,2019-06-30,2018-06-29,2018-06-29,AAC,2019-04-08,,41.886923068,-87.625277939,"(41.88692306764254, -87.62527793861675)"
1493464-20070516,1814082,276666,2,FIRST START CHILDCARE ACADEMY SOUTH INC.,FIRST START CHILDCARE ACADEMY,4753-4759 W WASHINGTON BLVD,CHICAGO,IL,60644,28,40,28-40,11,1584,Day Care Center 2 - 6 Years,,,1493464,RENEW,,2007-03-23,2007-05-15,N,2007-05-16,2009-05-15,2007-06-13,2007-06-14,AAI,,,41.881708682,-87.744985039,"(41.88170868173873, -87.74498503875053)"
2423699-20150903,2423699,368811,2,GABRIEL VELAZQUEZ,GABRIEL'S BARBERSHOP #2,2857 S HOMAN AVE 1ST,CHICAGO,IL,60623,22,15,22-15,10,1010,Limited Business License,894,Hair Services,2423699,ISSUE,2015-09-03,2015-09-03,2015-09-03,N,2015-09-03,2016-01-15,2015-09-03,2015-09-03,AAI,,,41.839121581,-87.709616961,"(41.83912158135391, -87.7096169609666)"
1843526-20100916,2046604,319798,4,SFN PROFESSIONAL SERVICES LLC,SPHERION ATLANTIC ENTERPRISES LLC,230 W MONROE ST 810,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1843526,RENEW,,2010-07-15,2010-09-29,N,2010-09-16,2012-09-15,2010-09-29,2010-11-02,AAI,,,41.880757159,-87.634709298,"(41.88075715864721, -87.6347092983425)"
2398168-20160711,2398168,398199,1,"Central Nursing Home, LLC",Central Nursing Home,2450 N CENTRAL AVE 1-4,CHICAGO,IL,60639,30,,30-,,4404,Regulated Business License,699,Long Term Care Facility,2398168,ISSUE,,2015-05-01,2015-05-01,N,2016-07-11,2018-07-15,2016-07-08,2016-07-11,AAI,,,41.925484189,-87.766191036,"(41.92548418867775, -87.76619103558969)"
1543892-20140816,2337726,283310,1,"LITTLE VILLAGE CONCESSIONS, LLC",VLIVE,2501-2513 S KEDZIE AVE,CHICAGO,IL,60623,12,15,12-15,10,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1543892,RENEW,,2014-06-15,2014-08-14,N,2014-08-16,2016-08-15,2014-08-14,2014-08-14,AAI,,25,41.846245644,-87.704945372,"(41.846245643861586, -87.70494537233583)"
1473796-20130616,2249639,272084,1,"SPANISH BAR FLY, INC.",LA BOTANA,4818 S PULASKI RD,CHICAGO,IL,60632,14,28,14-28,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1473796,RENEW,,2013-04-15,2013-06-27,N,2013-06-16,2015-06-15,2013-06-27,2013-06-28,AAI,,39,41.805433855,-87.723657415,"(41.80543385547644, -87.72365741543496)"
1069171-20100416,2019323,205144,1,"HILTON ILLINOIS, LLC",Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1069171,RENEW,,2010-02-11,2010-04-09,N,2010-04-16,2012-04-15,2010-04-09,2010-04-12,AAI,,1,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
1124320-20030516,1349657,65524,12,BP PRODUCTS NORTH AMERICA INC.,AMOCO OIL COMPANY,1602 W CERMAK RD,CHICAGO,IL,60608,25,13,25-13,12,1275,Filling Station,666,Operation of a Fuel Filling Station,1124320,RENEW,,2003-03-25,2003-05-07,N,2003-05-16,2004-05-15,2003-05-07,2003-05-08,AAI,,,41.852436357,-87.666228994,"(41.85243635675382, -87.66622899353239)"
37893-20070216,1781951,54667,1,WILLIE MORRIS,CAROLYN'S,5121 S STATE ST 1ST,CHICAGO,IL,60609,3,57,3-57,2,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,37893,RENEW,,2006-12-20,2007-03-22,N,2007-02-16,2008-03-15,2007-05-09,2007-05-09,AAI,,52,41.801249729,-87.625726934,"(41.80124972913609, -87.62572693385336)"
1874832-20120416,2140594,324270,1,"LUDISFOOD ADAMS, INC.",TACO FRESCO,23 E ADAMS ST 1ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1874832,RENEW,,2012-02-17,2012-04-10,N,2012-04-16,2014-04-15,2012-04-16,2012-04-17,AAI,,1,41.879391313,-87.626848256,"(41.879391313239694, -87.62684825563626)"
2451579-20180316,2577777,404260,1,GEORGE W. HILL,HILLS INSTANT TAX SERVICE,346 W 127TH ST 1ST,CHICAGO,IL,60628,9,30,9-30,5,4404,Regulated Business License,599,Accounting / Tax Preparation (Home Based Business),2451579,RENEW,,2018-01-15,2018-03-14,N,2018-03-16,2020-07-15,2018-03-14,2018-03-15,AAI,,,41.663430607,-87.631217593,"(41.66343060718368, -87.63121759297056)"
80134-20110416,2081470,65362,1,ISRAEL GARCIA/ORESTES GARCIA,SOUTH WESTERN BP,2107 S WESTERN AVE 1ST,CHICAGO,IL,60608,25,8,25-8,12,1010,Limited Business License,,,80134,RENEW,,2011-02-15,2011-04-07,N,2011-04-16,2013-04-15,2011-04-07,2011-04-07,AAC,2012-08-03,,41.853640452,-87.685535791,"(41.85364045214409, -87.68553579115704)"
21993-20031116,1413082,29414,1,CLUB BELMONT INC,CLUB BELMONT INC,7844 W BELMONT AVE 1ST,CHICAGO,IL,60634,38,30,38-30,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,21993,RENEW,,2003-09-26,2003-10-27,N,2003-11-16,2004-11-15,2003-10-27,2003-10-28,AAI,,,41.937914613,-87.823199548,"(41.93791461326103, -87.82319954793846)"
1576347-20060216,1672165,287502,1,JASON H. RAKOWSKI,UPDATE HEATING & COOLING,16742 89TH AVE,ORLAND HILLS,IL,60487,,,,,1011,Home Repair,,,1576347,RENEW,,2005-12-21,2006-02-16,N,2006-02-16,2007-02-15,2006-08-09,2006-08-10,AAI,,,,,
1139899-20021116,1295648,212638,1,LOS PRIMOS ELECTRONICO INC.,LOS PRIMOS ELECTRONICO,3634 W LAWRENCE AVE,CHICAGO,IL,60625,35,12,35-12,17,1010,Limited Business License,,,1139899,RENEW,,2002-09-24,2002-12-05,N,2002-11-16,2003-11-15,2002-12-05,2002-12-06,AAI,,,41.968442684,-87.719695615,"(41.96844268351419, -87.71969561484795)"
2141937-20121016,2180507,19661,21,"CASH AMERICA, INC. OF ILLINOIS",CASH AMERICA JEWELRY & LOAN,4556-4558 S CICERO AVE 1ST,CHICAGO,IL,60638,22,37,22-37,8,1594,Pawnbroker,732,Pledging of Property for Money (Pawn),2141937,RENEW,,2012-08-15,2012-10-10,N,2012-10-16,2014-10-15,2012-10-10,2012-10-11,AAI,,,41.809591227,-87.743348468,"(41.80959122653701, -87.74334846787684)"
2712250-20200116,2712250,465833,1,FIVE STAR HVAC SERVICES INC,FIVE STAR HVAC SERVICES INC,5224 N LAPORTE AVE,CHICAGO,IL,60630,39,,39-,,4404,Regulated Business License,724,Other Home Based Businesses,2712250,ISSUE,2020-01-15,2020-01-15,2020-01-15,N,2020-01-16,2022-02-15,2020-01-15,2020-01-16,AAI,,,41.976062092,-87.752031823,"(41.97606209226762, -87.75203182314613)"
1356477-20110616,2091328,263447,1,MARTIN FLORES,LA ROSITA BAKERY,4450 S KEDZIE AVE,CHICAGO,IL,60632,14,20,14-20,8,1006,Retail Food Establishment,,,1356477,RENEW,,2011-04-15,2011-06-08,N,2011-06-16,2013-06-15,2011-06-08,2011-11-09,AAC,2012-03-15,39,41.812119311,-87.704279203,"(41.812119310606526, -87.70427920302824)"
1547837-20140116,2296925,285671,1,"BLUE SKY FOOD & MEAT MARKET, INC.","BLUE SKY FOOD & MEAT MARKET, INC.",5406 S ASHLAND AVE,CHICAGO,IL,60609,16,10,16-10,9,1781,Tobacco,763,Retail Sale of Tobacco,1547837,RENEW,,2013-11-15,2014-01-07,N,2014-01-16,2016-01-15,2014-01-07,2014-01-10,AAI,,,41.795587064,-87.664775033,"(41.795587063737926, -87.66477503316409)"
56642-20101116,2057025,64652,1,DONG KEE AHN,DUKES,5659 N CENTRAL AVE 1,CHICAGO,IL,60646,45,30,45-30,16,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,56642,RENEW,,2010-09-15,2010-11-10,N,2010-11-16,2012-11-15,2010-11-10,2010-11-12,AAI,,,41.98461843,-87.768159268,"(41.984618430365195, -87.76815926802585)"
19152-20041116,1576107,52048,1,RAFAEL RODRIGUEZ,HOWARD'S TIRE SHOP,1535 -00037 W HOWARD ST 1ST,CHICAGO,IL,60626,49,5,49-5,24,1571,"Tire Facilty Class I (100 - 1,000 Tires)",,,19152,RENEW,,2005-02-04,2005-02-04,N,2004-11-16,2005-11-15,2005-02-22,2005-02-23,AAI,,19,42.019255534,-87.6697009,"(42.01925553416983, -87.66970089991051)"
1272724-20080316,1885863,36663,2,EUGENIA VALLEJO,REAL PEARLS,29 E MADISON ST 13 1303,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1272724,RENEW,,2008-01-22,2008-02-14,N,2008-03-16,2010-03-15,2008-02-14,2008-02-15,AAI,,1,41.88196533,-87.626793222,"(41.881965330252534, -87.62679322159418)"
1352373-20030816,1383929,261422,1,"57TH SUPERMARKET, INC.","57TH SUPERMARKET, INC.",5659 S ASHLAND AVE,CHICAGO,IL,60636,16,5,16-5,7,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1352373,RENEW,,2003-08-15,2003-08-15,N,2003-08-16,2004-08-15,2003-08-15,2003-08-18,AAI,,,41.790480019,-87.664345066,"(41.79048001939005, -87.66434506570442)"
1622601-20051102,1622601,292913,1,EMB INCORPORATED,EMB INCORPORATED,5962 N ELSTON AVE,CHICAGO,IL,60646,45,3,45-3,16,1010,Limited Business License,,,1622601,ISSUE,2005-09-13,2005-10-28,2005-11-01,N,2005-11-02,2006-11-15,2005-11-01,2005-11-02,AAI,,,41.989569121,-87.777392607,"(41.98956912072697, -87.77739260669425)"
1197031-20060216,1665110,217807,1,"FILMWORKERS / ASTRO LABS, INC",FILMWORKERS / ASTRO LABS INC,61 W ERIE ST,CHICAGO,IL,60610,42,22,42-22,18,1008,Hazardous Materials,,,1197031,RENEW,,2005-12-21,2006-02-03,N,2006-02-16,2007-02-15,2006-02-03,2006-02-06,AAI,,,41.893931343,-87.630493067,"(41.893931342972344, -87.6304930667333)"
42596-20040216,1450706,16207,2,HAPPY VALLEY CORPORATION,THE FLAT TOP GRILL,1000 W WASHINGTON BLVD,CHICAGO,IL,60607,27,57,27-57,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,42596,RENEW,,2003-12-15,2004-02-13,N,2004-02-16,2005-02-15,2003-12-22,2004-03-04,AAI,,,41.883171835,-87.6521331,"(41.88317183484875, -87.65213310038212)"
1515290-20060216,1654417,21868,2,WALSH SERVICES INC.,WALSH SERVICES INC.,4624 W 138 ST,CRESTWOOD,IL,60445,,,,,1011,Home Repair,,,1515290,RENEW,,2005-12-21,2006-01-30,N,2006-02-16,2007-02-15,2006-02-23,2006-02-24,AAI,,,,,
1273691-20060516,1686182,27333,2,BEN W. SUBY,BEN W. SUBY ENGRAVERS,9 N WABASH AVE 600,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1273691,RENEW,,2006-03-27,2006-04-25,N,2006-05-16,2007-05-15,2006-04-25,2006-04-26,AAI,,,41.882309967,-87.626073204,"(41.882309966642204, -87.62607320419406)"
2341744-20150701,2397037,389288,1,"RIGHT WAY VALET PARKING, INC.","RIGHT WAY VALET PARKING, INC.",303 W ERIE ST,CHICAGO,IL,60654,42,68,42-68,18,2101,Valet Parking Operator,855,Valet Parking Operator,2341744,RENEW,,2015-04-15,2015-06-16,N,2015-07-01,2016-06-30,2015-07-21,2015-07-21,AAI,,,41.893856817,-87.635795848,"(41.893856817238635, -87.63579584784382)"
39853-20100616,2028418,15867,1,"HARDTALES, INC.",BROWNSTONE TAVERN & GRILL,3937 N LINCOLN AVE 1ST,CHICAGO,IL,60613,47,29,47-29,19,1781,Tobacco,763,Retail Sale of Tobacco,39853,RENEW,,2010-04-15,2010-04-26,N,2010-06-16,2012-06-15,2010-04-26,2010-04-27,AAI,,38,41.953389927,-87.678056694,"(41.95338992735259, -87.67805669448816)"
1768678-20061122,1768678,310954,1,"HAPPY EATING, INC.","HAPPY EATING, INC.",6812 S WESTERN AVE,CHICAGO,IL,60636,17,58,17-58,8,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1768678,ISSUE,2006-10-26,2006-10-26,2006-10-26,N,2006-11-22,2007-08-15,2006-11-21,2006-11-22,AAI,,14,41.769718267,-87.68352735,"(41.76971826682846, -87.68352735042109)"
2207492-20150616,2394754,317947,1,JM MIDWAY LANDSCAPING INC.,JM MIDWAY LANDSCAPING INC.,3114 W 54TH PL 1ST,CHICAGO,IL,60632,14,26,14-26,9,4404,Regulated Business License,724,Other Home Based Businesses,2207492,RENEW,,2015-04-15,2015-06-24,N,2015-06-16,2017-06-15,2015-07-20,2015-07-21,AAI,,,41.794569109,-87.701800516,"(41.79456910868759, -87.70180051603634)"
1119292-20020216,1212699,61450,1,"CHICAGO-BARTON, L.L.C.",Barton Senior Residences of Chicago,1245 S WOOD ST 1ST,CHICAGO,IL,60608,28,42,28-42,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1119292,RENEW,,2001-12-20,2002-01-15,N,2002-02-16,2003-02-15,2002-04-26,2002-04-29,AAI,,,41.865397856,-87.671162219,"(41.86539785619372, -87.6711622194772)"
2278087-20131106,2278087,378468,2,"PANZA, LLC",DAVANTI ENOTECA CHICAGO,30 E HUBBARD ST LL,CHICAGO,IL,60611,42,55,42-55,18,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2278087,ISSUE,2013-07-23,2013-09-03,2013-09-03,N,2013-11-06,2015-11-15,2013-11-06,2013-11-06,AAI,,,41.890196279,-87.626735453,"(41.89019627869941, -87.62673545281827)"
1848059-20090316,1952794,322399,1,"NEW DTRS MICHIGAN AVENUE, LLC",INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE,CHICAGO,IL,60611,42,53,42-53,18,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1848059,RENEW,,2009-01-15,2009-03-10,N,2009-03-16,2011-03-15,2009-03-10,2009-03-11,AAI,,,41.891120593,-87.623988704,"(41.891120593048875, -87.62398870432278)"
1380032-20030722,1380032,265141,1,"MOONJUNG WASH WORLD, INC.",J R COIN LAUNDRY & CLEANERS,5527 W NORTH AVE,CHICAGO,IL,60639,37,32,37-32,25,1010,Limited Business License,,,1380032,ISSUE,2003-07-03,2003-07-21,2003-07-21,N,2003-07-22,2004-02-15,2003-07-21,2003-07-22,AAI,,,41.90928569,-87.764109478,"(41.90928569026278, -87.76410947847359)"
56823-20030816,1365824,40053,1,DANLIN FURNITURE CONSERVATORS,DANLIN FURNITURE CONSERVATORS,5915 N RAVENSWOOD AVE 2ND,CHICAGO,IL,60660,40,46,40-46,20,1010,Limited Business License,,,56823,RENEW,,2003-06-24,2003-07-25,N,2003-08-16,2004-08-15,2003-07-25,2003-07-28,AAI,,,41.988845609,-87.674507118,"(41.98884560886227, -87.67450711840664)"
2177339-20120719,2177339,355430,4,"SHEAR GREATNESS, LLC",GREAT CLIPS,10 W OHIO ST 1ST,CHICAGO,IL,60654,42,22,42-22,18,1010,Limited Business License,894,Hair Services,2177339,ISSUE,2012-07-19,2012-07-19,2012-07-19,N,2012-07-19,2013-12-15,2012-07-19,2012-07-19,AAI,,,41.892573131,-87.628509394,"(41.89257313054913, -87.6285093935278)"
2073937-20160916,2480859,329098,3,M3 CAPITAL PARTNERS LLC,M3 CAPITAL PARTNERS LLC,150 S WACKER DR 31ST 3100,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,2073937,RENEW,,2016-07-15,2016-08-30,N,2016-09-16,2018-09-15,2016-08-30,2016-08-31,AAI,,,41.879410846,-87.637103957,"(41.8794108457744, -87.63710395748413)"
33194-20070216,1784921,86835,2,E TRANS CORP,TOWN OF LAKE GARAGE,4553-4559 S MARSHFIELD AVE 1ST,CHICAGO,IL,60609,15,13,15-13,9,1570,Motor Vehicle Repair: Engine/Body(Class III),,,33194,RENEW,,2006-12-20,2007-02-14,N,2007-02-16,2008-01-15,2007-07-20,2007-07-23,AAI,,10,41.810670406,-87.666114401,"(41.810670405739735, -87.66611440070373)"
1573582-20060816,1721105,12099,4,"SANDHU ENTERPRISES, INC.","SANDHU ENTERPRISES, INC.",11957 S HALSTED ST 1ST,CHICAGO,IL,60628,34,16,34-16,5,1781,Tobacco,763,Retail Sale of Tobacco,1573582,RENEW,,2006-06-21,2006-07-27,N,2006-08-16,2007-08-15,2006-07-27,2006-07-28,AAI,,,41.676143348,-87.641706122,"(41.676143347931784, -87.64170612159367)"
1879511-20080206,1879511,325018,25,"TAX SERVICES OF AMERICA, INC.",JACKSON HEWITT TAX SERVICE,5603 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1879511,ISSUE,2007-12-10,2008-02-06,2008-02-06,N,2008-02-06,2009-12-15,2008-02-06,2008-02-06,AAI,,,41.894741209,-87.76553949,"(41.89474120900544, -87.76553949017092)"
1923013-20140516,2318281,335912,1,"THE CROSS ROADS BAR & GRILL, LLC",THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST 1,CHICAGO,IL,60607,25,7,25-7,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1923013,RENEW,,2014-03-15,2014-03-21,N,2014-05-16,2016-05-15,2014-03-21,2014-03-21,AAI,,,41.881760499,-87.655324249,"(41.88176049885646, -87.6553242489432)"
2522499-20180306,2522499,415092,1,"VINCENNES MART, INC.",CITGO,9906 S VINCENNES AVE 1ST,CHICAGO,IL,60643,34,33,34-33,22,1781,Tobacco,937,Retail Sales of Tobacco and Flavored Tobacco Products,2522499,ISSUE,2017-03-23,2017-11-21,2017-11-21,N,2018-03-06,2018-12-15,2018-03-06,2018-03-06,AAI,,,41.713822824,-87.653570224,"(41.713822824012205, -87.65357022378262)"
1495786-20041215,1495786,259043,1,"CAPARI, INC.",DUFFY'S PLACE,6355 S CENTRAL AVE,CHICAGO,IL,60638,13,49,13-49,8,1781,Tobacco,763,Retail Sale of Tobacco,1495786,ISSUE,2004-06-23,2004-11-12,2004-11-12,N,2004-12-15,2005-02-15,2004-12-14,2004-12-15,AAI,,,41.776417683,-87.761513212,"(41.7764176825641, -87.76151321233951)"
2451425-20160226,2451425,340941,29,"WIRELESS VISION, LLC","WIRELESS VISION, LLC",4309 S ASHLAND AVE 1ST,CHICAGO,IL,60609,11,30,11-30,9,1010,Limited Business License,922,Retail Sales of Cell Phones and Accessories,2451425,ISSUE,2016-02-17,2016-02-19,2016-02-25,N,2016-02-26,2017-07-15,2016-02-25,2016-02-26,AAI,,13,41.815577263,-87.664996784,"(41.815577263059936, -87.66499678403397)"
2069044-20101122,2069044,358021,1,"QUICKIE WHEELS, LLC",QUICKIE WHEELS,7146-7150 S VINCENNES AVE 1 1,CHICAGO,IL,60621,6,49,6-49,7,1568,Motor Vehicle Repair; Specialty(Class I),,,2069044,ISSUE,2010-11-22,2010-11-22,2010-11-22,N,2010-11-22,2012-12-15,2010-11-22,2010-11-22,AAC,2011-03-01,,41.764133086,-87.628701967,"(41.7641330858758, -87.62870196655422)"
80511-20020816,1259696,48829,1,SAFEWAY CONSTRUCTION COMPANY,SAFEWAY COMPANIES,4327 W ROOSEVELT RD 1ST,CHICAGO,IL,60624,24,25,24-25,10,1010,Limited Business License,,,80511,RENEW,,2002-06-28,2002-07-18,N,2002-08-16,2003-08-15,2002-07-18,2002-07-19,AAI,,,41.865940562,-87.733668308,"(41.865940561757114, -87.73366830822675)"
2129648-20111130,2129648,368092,1,"FPS REGION 3, LLC",Alliance Pest Solutions,12800 S BUTLER DR 1ST,CHICAGO,IL,60633,10,,10-,,1010,Limited Business License,,,2129648,ISSUE,,2011-11-29,2011-11-29,N,2011-11-30,2013-12-15,2011-11-29,2011-11-30,AAI,,,41.662996375,-87.58202276,"(41.66299637490002, -87.58202275995947)"
49973-20001116,1082054,37419,1,ENVIRO COM INC,ENVIRO COM INC,801 S PLYMOUTH CT 1002,CHICAGO,IL,60605,4,43,4-43,1,1012,Home Occupation,,,49973,RENEW,2000-10-06,2000-11-08,2001-05-23,N,2000-11-16,2001-11-15,,2002-12-31,AAI,,,41.872243686,-87.628484583,"(41.87224368592311, -87.62848458337889)"
1306176-20021217,1306176,256957,1,CAROLINA MURILLO CAHUE,CAROLINA,2943 W 40TH PL,CHICAGO,IL,60632,12,7,12-7,9,1604,"Peddler, non-food",,,1306176,ISSUE,2002-12-16,2002-12-16,2002-12-16,N,2002-12-17,2003-08-15,2002-12-16,2002-12-17,AAI,,39,41.819886604,-87.698828615,"(41.819886604162285, -87.69882861546611)"
1243055-20151116,2424925,36955,3,ST PRISCILLA PARISH,ST. PRISCILLA PARISH,6949 W ADDISON ST,CHICAGO,IL,60634,38,7,38-7,16,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,1243055,RENEW,,2015-09-15,2015-10-01,N,2015-11-16,2016-11-15,2015-10-01,2015-10-02,AAI,,,41.94528538,-87.800265047,"(41.94528537982695, -87.80026504673488)"
1804-20151216,2429274,355,1,CUERNAVACA RESTAURANT INC,LA VACA MARGARITA BAR,1160 W 18TH ST 1,CHICAGO,IL,60608,25,17,25-17,12,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1804,RENEW,,2015-10-15,2015-11-06,N,2015-12-16,2017-12-15,2015-11-06,2015-11-09,AAI,,,41.858073836,-87.655799805,"(41.85807383601942, -87.65579980518957)"
18969-20051116,1633490,63256,2,JOHN CAMMARATO,NEAR WEST AUTO PARTS,1909 W GRAND AVE 1ST,CHICAGO,IL,60622,1,35,1-35,12,1010,Limited Business License,,,18969,RENEW,,2005-09-22,2005-11-15,N,2005-11-16,2006-11-15,2005-11-15,2005-11-16,AAI,,,41.890748076,-87.674887562,"(41.8907480761696, -87.67488756215282)"
1873593-20110516,2085762,56436,4,"TRISTAR RISK ENTERPRISE MANAGEMENT, INC.",RISK ENTERPRISE MANAGEMENT LIMITED,216 W JACKSON BLVD 6TH 650,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1873593,RENEW,,2011-03-15,2011-06-06,N,2011-05-16,2013-05-15,2011-06-06,2011-06-07,AAI,,,41.878223242,-87.63424738,"(41.878223241518086, -87.63424737951088)"
1121136-20080616,1901254,210187,1,FILIS KUCUKKAYA,STARLIGHT CLEANERS,1153 W ADDISON ST,CHICAGO,IL,60613,44,38,44-38,19,1010,Limited Business License,,,1121136,RENEW,,2008-04-15,2008-05-29,N,2008-06-16,2010-06-15,2008-05-29,2008-06-20,AAC,2009-04-02,17,41.947040954,-87.659032529,"(41.947040953648056, -87.65903252940629)"
1739467-20060724,1739467,307226,1,HAZEL CIRERA,GLOBALINK INTERNATIONAL TRADING,4558 N ELSTON AVE 1,CHICAGO,IL,60630,39,14,39-14,17,1010,Limited Business License,,,1739467,ISSUE,2006-07-21,2006-07-21,2006-07-21,N,2006-07-24,2007-02-15,2006-07-21,2006-07-24,AAI,,,41.963682282,-87.733910821,"(41.96368228236492, -87.73391082062972)"
45819-20180616,2591083,35966,1,"ATHENS CONSTRUCTION CO, INC","ATHENS CONSTRUCTION CO, INC",613 W 16TH ST 3,CHICAGO,IL,60616,11,6,11-6,12,1010,Limited Business License,708,Miscellaneous Commercial Services,45819,RENEW,,2018-04-15,2018-04-30,N,2018-06-16,2020-06-15,2018-04-30,2018-05-01,AAI,,,41.859865096,-87.642524927,"(41.85986509564895, -87.642524927347)"
1772114-20061212,1772114,312563,1,"PRIME MORTGAGE BANCSHARES, INC.","PRIME MORTGAGE BANCSHARES, INC.",4050 N LINCOLN AVE 1ST FLOOR 1,CHICAGO,IL,60618,47,35,47-35,19,1010,Limited Business License,,,1772114,ISSUE,2006-12-12,2006-12-12,2006-12-12,N,2006-12-12,2007-02-15,2006-12-12,2006-12-12,AAI,,38,41.955474353,-87.679846251,"(41.955474353021444, -87.67984625124396)"
